,airline_name,date_of_journey,source,destination,departure_time,arrival_time,duration,total_stops,price
317,IndiGo,"Mon, 15 Nov",Hyderabad,Lucknow,04:40,13:25,8h 45m,,"4,499"
318,IndiGo,"Mon, 15 Nov",Hyderabad,Lucknow,03:55,13:20,9h 25m,,"4,499"
319,IndiGo,"Mon, 15 Nov",Hyderabad,Lucknow,08:30,18:00,9h 30m,,"4,499"
320,Air India,"Mon, 8 Nov",Hyderabad,Bangalore,11:00,14:45,3h 45m,,"1,699"
321,TruJet,"Mon, 8 Nov",Hyderabad,Bangalore,08:35,11:00,2h 25m,,"3,196"
322,Air India,"Mon, 8 Nov",Hyderabad,Bangalore,09:20,10:25,1h 05m,,"3,748"
323,Go First,"Mon, 8 Nov",Hyderabad,Bangalore,05:15,06:15,1h 00m,,"4,452"
324,Go First,"Mon, 8 Nov",Hyderabad,Bangalore,20:45,22:00,1h 15m,,"4,452"
325,Go First,"Mon, 8 Nov",Hyderabad,Bangalore,20:45,"07:40
+ 1 day",10h 55m,,"4,452"
326,Go First,"Mon, 8 Nov",Hyderabad,Bangalore,22:20,"10:20
+ 1 day",12h 00m,2 Stops,"4,452"
327,Go First,"Mon, 8 Nov",Hyderabad,Bangalore,19:30,"07:45
+ 1 day",12h 15m,,"4,452"
328,Go First,"Mon, 8 Nov",Hyderabad,Bangalore,08:20,23:40,15h 20m,,"4,452"
329,Air India,"Mon, 8 Nov",Hyderabad,Bangalore,20:45,22:15,1h 30m,,"4,453"
330,Air India,"Sat, 15 Jan",Hyderabad,Tirupati,12:35,13:35,1h 00m,,"2,080"
331,IndiGo,"Sat, 15 Jan",Hyderabad,Tirupati,12:55,14:05,1h 10m,,"2,080"
332,IndiGo,"Sat, 15 Jan",Hyderabad,Tirupati,18:20,19:30,1h 10m,,"2,080"
333,IndiGo,"Sat, 15 Jan",Hyderabad,Tirupati,05:50,07:20,1h 30m,,"2,080"
334,SpiceJet,"Sat, 15 Jan",Hyderabad,Tirupati,15:50,16:55,1h 05m,,"2,247"
335,SpiceJet,"Sat, 15 Jan",Hyderabad,Tirupati,06:20,07:40,1h 20m,,"2,247"
336,TruJet,"Sat, 15 Jan",Hyderabad,Tirupati,11:45,18:55,7h 10m,2 Stops,"2,500"
337,IndiGo,"Sat, 15 Jan",Hyderabad,Tirupati,07:00,11:15,4h 15m,1 Stop,"3,429"
338,IndiGo,"Sat, 15 Jan",Hyderabad,Tirupati,06:05,11:15,5h 10m,1 Stop,"3,429"
339,TruJet,"Sat, 15 Jan",Hyderabad,Tirupati,05:55,07:25,1h 30m,1 Stop,"3,610"
340,IndiGo,"Wed, 24 Nov",Hyderabad,Kolkata,05:45,07:55,2h 10m,1 Stop,"2,057"
341,Go First,"Wed, 24 Nov",Hyderabad,Kolkata,06:05,07:55,1h 50m,1 Stop,"2,298"
342,Air India,"Wed, 24 Nov",Hyderabad,Kolkata,06:00,08:05,2h 05m,1 Stop,"2,395"
343,IndiGo,"Wed, 24 Nov",Hyderabad,Kolkata,17:15,19:15,2h 00m,,"2,404"
344,Air Asia,"Wed, 24 Nov",Hyderabad,Kolkata,23:05,"01:05
+ 1 day",2h 00m,1 Stop,"2,404"
345,IndiGo,"Wed, 24 Nov",Hyderabad,Kolkata,11:15,13:20,2h 05m,1 Stop,"2,404"
346,IndiGo,"Wed, 24 Nov",Hyderabad,Kolkata,20:35,22:40,2h 05m,1 Stop,"2,404"
347,IndiGo,"Wed, 24 Nov",Hyderabad,Kolkata,03:55,06:05,2h 10m,2 Stops,"2,404"
348,IndiGo,"Wed, 24 Nov",Hyderabad,Kolkata,22:05,"00:30
+ 1 day",2h 25m,1 Stop,"2,404"
349,Air Asia,"Wed, 24 Nov",Hyderabad,Kolkata,10:50,12:55,2h 05m,1 Stop,"3,297"
350,IndiGo,"Wed, 17 Nov",Hyderabad,Dehradun,05:00,10:35,5h 35m,1 Stop,"4,323"
351,IndiGo,"Wed, 17 Nov",Hyderabad,Dehradun,22:30,"07:10
+ 1 day",8h 40m,,"4,323"
352,IndiGo,"Wed, 17 Nov",Hyderabad,Dehradun,21:30,"07:10
+ 1 day",9h 40m,2 Stops,"4,323"
353,IndiGo,"Wed, 17 Nov",Hyderabad,Dehradun,20:10,"07:10
+ 1 day",11h 00m,,"4,323"
354,SpiceJet,"Wed, 17 Nov",Hyderabad,Dehradun,06:25,19:00,12h 35m,,"5,319"
355,SpiceJet,"Wed, 17 Nov",Hyderabad,Dehradun,06:25,"08:00
+ 1 day",25h 35m,,"5,319"
356,IndiGo,"Wed, 17 Nov",Hyderabad,Dehradun,22:30,"08:20
+ 1 day",9h 50m,,"5,347"
357,IndiGo,"Wed, 17 Nov",Hyderabad,Dehradun,21:30,"08:20
+ 1 day",10h 50m,1 Stop,"5,347"
358,SpiceJet,"Wed, 17 Nov",Hyderabad,Dehradun,06:25,16:00,9h 35m,2 Stops,"5,423"
359,Air India,"Wed, 17 Nov",Hyderabad,Dehradun,16:15,"07:25
+ 1 day",15h 10m,2 Stops,"5,766"
360,IndiGo,"Sat, 20 Nov",Hyderabad,Ahmedabad,16:20,18:05,1h 45m,1 Stop,"2,653"
361,IndiGo,"Sat, 20 Nov",Hyderabad,Ahmedabad,05:55,07:40,1h 45m,1 Stop,"2,919"
362,IndiGo,"Sat, 20 Nov",Hyderabad,Ahmedabad,10:45,14:55,4h 10m,1 Stop,"3,742"
363,IndiGo,"Sat, 20 Nov",Hyderabad,Ahmedabad,15:00,20:25,5h 25m,,"3,742"
364,IndiGo,"Sat, 20 Nov",Hyderabad,Ahmedabad,08:30,14:55,6h 25m,,"3,742"
365,IndiGo,"Sat, 20 Nov",Hyderabad,Ahmedabad,15:00,21:25,6h 25m,,"3,742"
366,Go First,"Sat, 20 Nov",Hyderabad,Ahmedabad,08:20,10:00,1h 40m,,"3,872"
367,IndiGo,"Sat, 20 Nov",Hyderabad,Ahmedabad,10:45,18:35,7h 50m,1 Stop,"4,189"
368,IndiGo,"Sat, 20 Nov",Hyderabad,Ahmedabad,04:40,10:25,5h 45m,,"4,238"
369,IndiGo,"Sat, 20 Nov",Hyderabad,Ahmedabad,05:00,13:10,8h 10m,1 Stop,"4,238"
370,TruJet,"Mon, 25 Oct",Hyderabad,Rajahmundry,18:50,20:05,1h 15m,2 Stops,"3,610"
371,IndiGo,"Mon, 25 Oct",Hyderabad,Rajahmundry,10:05,11:20,1h 15m,,"5,293"
372,IndiGo,"Mon, 25 Oct",Hyderabad,Rajahmundry,19:15,20:45,1h 30m,2 Stops,"5,293"
373,IndiGo,"Mon, 25 Oct",Hyderabad,Rajahmundry,15:55,17:10,1h 15m,2 Stops,"5,608"
374,IndiGo,"Mon, 25 Oct",Hyderabad,Rajahmundry,06:35,07:55,1h 20m,,"5,608"
375,IndiGo,"Mon, 25 Oct",Hyderabad,Rajahmundry,08:00,12:40,4h 40m,,"9,861"
376,IndiGo,"Mon, 25 Oct",Hyderabad,Rajahmundry,07:15,12:40,5h 25m,,"9,861"
377,IndiGo,"Mon, 25 Oct",Hyderabad,Rajahmundry,05:15,12:40,7h 25m,2 Stops,"9,861"
378,IndiGo,"Mon, 25 Oct",Hyderabad,Rajahmundry,13:05,17:35,4h 30m,,"15,846"
379,IndiGo,"Mon, 25 Oct",Hyderabad,Rajahmundry,07:15,17:35,10h 20m,2 Stops,"16,108"
380,IndiGo,"Mon, 29 Nov",Hyderabad,New Delhi,15:10,21:20,6h 10m,1 Stop,"2,328"
381,Air India,"Mon, 29 Nov",Hyderabad,New Delhi,06:40,08:55,2h 15m,1 Stop,"2,696"
382,IndiGo,"Mon, 29 Nov",Hyderabad,New Delhi,17:50,19:55,2h 05m,1 Stop,"3,193"
383,IndiGo,"Mon, 29 Nov",Hyderabad,New Delhi,05:00,07:15,2h 15m,1 Stop,"3,193"
384,IndiGo,"Mon, 29 Nov",Hyderabad,New Delhi,07:00,09:15,2h 15m,,"3,193"
385,IndiGo,"Mon, 29 Nov",Hyderabad,New Delhi,15:55,18:10,2h 15m,1 Stop,"3,193"
386,Air India,"Mon, 29 Nov",Hyderabad,New Delhi,16:15,18:30,2h 15m,1 Stop,"3,193"
387,IndiGo,"Mon, 29 Nov",Hyderabad,New Delhi,20:10,22:25,2h 15m,,"3,193"
388,IndiGo,"Mon, 29 Nov",Hyderabad,New Delhi,21:30,23:45,2h 15m,2 Stops,"3,193"
389,Air India,"Mon, 29 Nov",Hyderabad,New Delhi,11:15,13:50,2h 35m,,"3,193"
390,IndiGo,"Wed, 3 Nov",Hyderabad,Aurangabad,10:45,18:30,7h 45m,2 Stops,"3,613"
391,IndiGo,"Wed, 3 Nov",Hyderabad,Aurangabad,08:30,18:30,10h 00m,,"3,613"
392,IndiGo,"Wed, 3 Nov",Hyderabad,Aurangabad,15:10,16:50,1h 40m,,"5,083"
393,Air India,"Wed, 3 Nov",Hyderabad,Aurangabad,21:50,"16:45
+ 1 day",18h 55m,,"6,582"
394,Air India,"Wed, 3 Nov",Hyderabad,Aurangabad,11:15,19:35,8h 20m,,"8,698"
395,Air India,"Wed, 3 Nov",Hyderabad,Aurangabad,06:40,19:35,12h 55m,,"8,698"
396,Air India,"Wed, 3 Nov",Hyderabad,Aurangabad,06:40,"16:45
+ 1 day",34h 05m,,"10,274"
397,Air India,"Wed, 3 Nov",Hyderabad,Aurangabad,06:40,"16:45
+ 1 day",34h 05m,,"10,274"
398,Air India,"Wed, 3 Nov",Hyderabad,Aurangabad,11:15,"16:45
+ 1 day",29h 30m,,"10,736"
399,Air India,"Wed, 3 Nov",Hyderabad,Aurangabad,11:15,"16:45
+ 1 day",29h 30m,2 Stops,"10,736"
400,IndiGo,"Tue, 23 Nov",Kolkata,Port Blair,05:45,08:10,2h 25m,2 Stops,"7,539"
401,IndiGo,"Tue, 23 Nov",Kolkata,Port Blair,23:20,"09:50
+ 1 day",10h 30m,,"7,853"
402,Air India,"Tue, 23 Nov",Kolkata,Port Blair,05:30,08:00,2h 30m,,"7,975"
403,Go First,"Tue, 23 Nov",Kolkata,Port Blair,08:35,11:00,2h 25m,,"8,310"
404,Vistara,"Tue, 23 Nov",Kolkata,Port Blair,09:00,11:20,2h 20m,,"9,324"
405,IndiGo,"Tue, 23 Nov",Kolkata,Port Blair,05:25,12:30,7h 05m,,"11,067"
406,IndiGo,"Tue, 23 Nov",Kolkata,Port Blair,23:35,"12:30
+ 1 day",12h 55m,,"13,251"
407,Air India,"Tue, 23 Nov",Kolkata,Port Blair,20:30,"09:05
+ 1 day",12h 35m,,"24,122"
408,Air India,"Tue, 23 Nov",Kolkata,Port Blair,10:25,"09:05
+ 1 day",22h 40m,,"24,791"
409,Air India,"Tue, 23 Nov",Kolkata,Port Blair,07:00,"09:05
+ 1 day",26h 05m,,"24,791"
410,Go First,"Sun, 16 Jan",Kolkata,Bangalore,17:05,22:00,4h 55m,2 Stops,"3,565"
411,Go First,"Sun, 16 Jan",Kolkata,Bangalore,13:20,22:00,8h 40m,,"3,565"
412,Air India,"Sun, 16 Jan",Kolkata,Bangalore,09:10,22:15,13h 05m,,"3,567"
413,Air India,"Sun, 16 Jan",Kolkata,Bangalore,19:00,"13:00
+ 1 day",18h 00m,,"3,567"
414,Air India,"Sun, 16 Jan",Kolkata,Bangalore,19:00,"14:45
+ 1 day",19h 45m,,"3,567"
415,Air India,"Sun, 16 Jan",Kolkata,Bangalore,19:00,"22:15
+ 1 day",27h 15m,,"3,567"
416,Air Asia,"Sun, 16 Jan",Kolkata,Bangalore,16:30,20:55,4h 25m,,"3,593"
417,Air Asia,"Sun, 16 Jan",Kolkata,Bangalore,16:30,23:10,6h 40m,,"3,593"
418,Air Asia,"Sun, 16 Jan",Kolkata,Bangalore,16:30,"02:00
+ 1 day",9h 30m,,"3,593"
419,Air Asia,"Sun, 16 Jan",Kolkata,Bangalore,04:40,15:30,10h 50m,,"3,593"
420,Air India,"Thu, 6 Jan",Kolkata,Mumbai,13:00,16:45,3h 45m,2 Stops,"3,381"
421,Go First,"Thu, 6 Jan",Kolkata,Mumbai,17:05,22:15,5h 10m,1 Stop,"3,966"
422,Air India,"Thu, 6 Jan",Kolkata,Mumbai,19:00,"09:40
+ 1 day",14h 40m,1 Stop,"4,169"
423,Air India,"Thu, 6 Jan",Kolkata,Mumbai,09:25,12:25,3h 00m,1 Stop,"4,253"
424,Air India,"Thu, 6 Jan",Kolkata,Mumbai,14:40,"08:05
+ 1 day",17h 25m,1 Stop,"4,478"
425,Air India,"Thu, 6 Jan",Kolkata,Mumbai,14:40,"17:05
+ 1 day",26h 25m,1 Stop,"4,478"
426,SpiceJet,"Thu, 6 Jan",Kolkata,Mumbai,09:40,12:20,2h 40m,1 Stop,"4,499"
427,SpiceJet,"Thu, 6 Jan",Kolkata,Mumbai,21:15,"00:05
+ 1 day",2h 50m,,"4,499"
428,IndiGo,"Thu, 6 Jan",Kolkata,Mumbai,09:35,16:00,6h 25m,1 Stop,"4,616"
429,IndiGo,"Thu, 6 Jan",Kolkata,Mumbai,09:35,18:00,8h 25m,1 Stop,"4,616"
430,Air India,"Mon, 27 Dec",Kolkata,New Delhi,20:30,22:45,2h 15m,1 Stop,"3,016"
431,Air India,"Mon, 27 Dec",Kolkata,New Delhi,10:25,12:55,2h 30m,2 Stops,"3,437"
432,Go First,"Mon, 27 Dec",Kolkata,New Delhi,06:00,08:30,2h 30m,1 Stop,"3,999"
433,SpiceJet,"Mon, 27 Dec",Kolkata,New Delhi,21:55,"00:25
+ 1 day",2h 30m,1 Stop,"3,999"
434,Air Asia,"Mon, 27 Dec",Kolkata,New Delhi,23:40,"02:10
+ 1 day",2h 30m,1 Stop,"3,999"
435,Go First,"Mon, 27 Dec",Kolkata,New Delhi,14:20,16:55,2h 35m,,"3,999"
436,SpiceJet,"Mon, 27 Dec",Kolkata,New Delhi,06:05,08:45,2h 40m,2 Stops,"3,999"
437,Air Asia,"Mon, 27 Dec",Kolkata,New Delhi,19:45,22:25,2h 40m,,"3,999"
438,Air India,"Mon, 27 Dec",Kolkata,New Delhi,19:00,"13:50
+ 1 day",18h 50m,,"4,144"
439,Vistara,"Mon, 27 Dec",Kolkata,New Delhi,10:15,12:35,2h 20m,,"4,200"
440,Air India,"Mon, 8 Nov",Kolkata,Guwahati,05:55,07:20,1h 25m,,"2,022"
441,Air India,"Mon, 8 Nov",Kolkata,Guwahati,09:50,11:05,1h 15m,1 Stop,"4,588"
442,IndiGo,"Mon, 8 Nov",Kolkata,Guwahati,21:05,22:10,1h 05m,2 Stops,"4,624"
443,Go First,"Mon, 8 Nov",Kolkata,Guwahati,09:20,10:30,1h 10m,2 Stops,"4,624"
444,Air Asia,"Mon, 8 Nov",Kolkata,Guwahati,05:25,06:40,1h 15m,1 Stop,"4,624"
445,Go First,"Mon, 8 Nov",Kolkata,Guwahati,06:15,07:30,1h 15m,1 Stop,"4,624"
446,Air India,"Mon, 8 Nov",Kolkata,Guwahati,07:45,09:15,1h 30m,1 Stop,"4,624"
447,Go First,"Mon, 8 Nov",Kolkata,Guwahati,10:00,12:45,2h 45m,,"4,624"
448,Air Asia,"Mon, 8 Nov",Kolkata,Guwahati,12:30,18:15,5h 45m,,"4,624"
449,SpiceJet,"Mon, 8 Nov",Kolkata,Guwahati,06:25,15:25,9h 00m,,"4,624"
450,IndiGo,"Mon, 22 Nov",Kolkata,Goa,06:50,14:00,7h 10m,,"4,228"
451,IndiGo,"Mon, 22 Nov",Kolkata,Goa,23:20,"07:05
+ 1 day",7h 45m,1 Stop,"4,450"
452,IndiGo,"Mon, 22 Nov",Kolkata,Goa,18:50,23:35,4h 45m,,"4,544"
453,IndiGo,"Mon, 22 Nov",Kolkata,Goa,09:05,14:00,4h 55m,1 Stop,"5,474"
454,IndiGo,"Mon, 22 Nov",Kolkata,Goa,13:55,20:50,6h 55m,2 Stops,"5,474"
455,SpiceJet,"Mon, 22 Nov",Kolkata,Goa,21:25,"16:35
+ 1 day",19h 10m,,"5,753"
456,IndiGo,"Mon, 22 Nov",Kolkata,Goa,09:05,17:25,8h 20m,2 Stops,"5,790"
457,Air India,"Mon, 22 Nov",Kolkata,Goa,09:25,20:30,11h 05m,2 Stops,"5,985"
458,SpiceJet,"Mon, 22 Nov",Kolkata,Goa,09:40,"01:00
+ 1 day",15h 20m,,"6,053"
459,SpiceJet,"Mon, 22 Nov",Kolkata,Goa,21:15,"17:05
+ 1 day",19h 50m,,"6,053"
460,Go First,"Mon, 3 Jan",Kolkata,Pune,17:05,23:30,6h 25m,,"4,180"
461,Go First,"Mon, 3 Jan",Kolkata,Pune,13:20,23:30,10h 10m,2 Stops,"4,687"
462,Air Asia,"Mon, 3 Jan",Kolkata,Pune,07:35,11:20,3h 45m,,"5,179"
463,Air India,"Mon, 3 Jan",Kolkata,Pune,20:30,"07:00
+ 1 day",10h 30m,2 Stops,"5,294"
464,Air India,"Mon, 3 Jan",Kolkata,Pune,20:30,"12:05
+ 1 day",15h 35m,1 Stop,"5,294"
465,Go First,"Mon, 3 Jan",Kolkata,Pune,08:25,18:15,9h 50m,1 Stop,"5,307"
466,Go First,"Mon, 3 Jan",Kolkata,Pune,22:40,"01:05
+ 1 day",2h 25m,1 Stop,"5,497"
467,SpiceJet,"Mon, 3 Jan",Kolkata,Pune,09:15,11:55,2h 40m,1 Stop,"5,497"
468,Air Asia,"Mon, 3 Jan",Kolkata,Pune,08:45,14:25,5h 40m,,"5,640"
469,Air India,"Mon, 3 Jan",Kolkata,Pune,10:25,"07:00
+ 1 day",20h 35m,1 Stop,"5,819"
470,IndiGo,"Mon, 8 Nov",Kolkata,Srinagar,06:40,18:20,11h 40m,1 Stop,"6,647"
471,SpiceJet,"Mon, 8 Nov",Kolkata,Srinagar,21:55,"08:10
+ 1 day",10h 15m,,"6,702"
472,SpiceJet,"Mon, 8 Nov",Kolkata,Srinagar,21:55,"08:50
+ 1 day",10h 55m,2 Stops,"6,702"
473,SpiceJet,"Mon, 8 Nov",Kolkata,Srinagar,06:05,"08:10
+ 1 day",26h 05m,,"6,702"
474,SpiceJet,"Mon, 8 Nov",Kolkata,Srinagar,06:05,"08:50
+ 1 day",26h 45m,2 Stops,"6,702"
475,Air Asia,"Mon, 8 Nov",Kolkata,Srinagar,07:40,12:55,5h 15m,,"6,703"
476,Air Asia,"Mon, 8 Nov",Kolkata,Srinagar,07:40,13:30,5h 50m,,"6,703"
477,Air Asia,"Mon, 8 Nov",Kolkata,Srinagar,07:40,16:00,8h 20m,,"6,703"
478,Air Asia,"Mon, 8 Nov",Kolkata,Srinagar,19:45,"09:20
+ 1 day",13h 35m,,"6,703"
479,Air Asia,"Mon, 8 Nov",Kolkata,Srinagar,19:55,"16:00
+ 1 day",20h 05m,,"6,703"
480,Air India,"Fri, 31 Dec",Kolkata,Chennai,14:40,17:05,2h 25m,,"3,281"
481,SpiceJet,"Fri, 31 Dec",Kolkata,Chennai,21:25,23:35,2h 10m,,"3,337"
482,Air Asia,"Fri, 31 Dec",Kolkata,Chennai,13:30,16:05,2h 35m,,"3,454"
483,Air Asia,"Fri, 31 Dec",Kolkata,Chennai,04:40,08:35,3h 55m,2 Stops,"3,454"
484,Air Asia,"Fri, 31 Dec",Kolkata,Chennai,16:30,20:30,4h 00m,2 Stops,"3,454"
485,SpiceJet,"Fri, 31 Dec",Kolkata,Chennai,15:55,18:25,2h 30m,,"3,653"
486,Air India,"Fri, 31 Dec",Kolkata,Chennai,19:00,"08:00
+ 1 day",13h 00m,,"4,904"
487,IndiGo,"Fri, 31 Dec",Kolkata,Chennai,05:30,08:00,2h 30m,,"4,964"
488,IndiGo,"Fri, 31 Dec",Kolkata,Chennai,08:50,11:20,2h 30m,,"4,964"
489,IndiGo,"Fri, 31 Dec",Kolkata,Chennai,11:15,13:45,2h 30m,,"4,964"
490,Air Asia,"Thu, 13 Jan",Kolkata,Hyderabad,04:40,06:45,2h 05m,,"2,436"
491,Air Asia,"Thu, 13 Jan",Kolkata,Hyderabad,16:30,18:40,2h 10m,,"2,436"
492,Go First,"Thu, 13 Jan",Kolkata,Hyderabad,17:05,19:20,2h 15m,,"2,436"
493,Air India,"Thu, 13 Jan",Kolkata,Hyderabad,19:00,21:15,2h 15m,,"2,436"
494,Go First,"Thu, 13 Jan",Kolkata,Hyderabad,13:20,15:40,2h 20m,2 Stops,"2,436"
495,IndiGo,"Thu, 13 Jan",Kolkata,Hyderabad,19:45,22:10,2h 25m,,"2,436"
496,IndiGo,"Thu, 13 Jan",Kolkata,Hyderabad,09:35,12:05,2h 30m,,"2,436"
497,IndiGo,"Thu, 13 Jan",Kolkata,Hyderabad,06:05,08:20,2h 15m,,"2,603"
498,IndiGo,"Thu, 13 Jan",Kolkata,Hyderabad,13:50,16:10,2h 20m,,"2,750"
499,Air Asia,"Thu, 13 Jan",Kolkata,Hyderabad,13:30,22:35,9h 05m,,"4,644"
500,Air Asia,"Tue, 30 Nov",Pune,New Delhi,18:40,20:50,2h 10m,,"2,798"
501,IndiGo,"Tue, 30 Nov",Pune,New Delhi,16:15,18:30,2h 15m,,"2,798"
502,Air India,"Tue, 30 Nov",Pune,New Delhi,18:50,21:05,2h 15m,,"2,798"
503,Air Asia,"Tue, 30 Nov",Pune,New Delhi,17:50,20:10,2h 20m,,"2,798"
504,Air India,"Tue, 30 Nov",Pune,New Delhi,12:35,16:00,3h 25m,2 Stops,"2,798"
505,IndiGo,"Tue, 30 Nov",Pune,New Delhi,15:40,22:30,6h 50m,1 Stop,"2,798"
506,Vistara,"Tue, 30 Nov",Pune,New Delhi,16:55,19:05,2h 10m,1 Stop,"2,848"
507,Vistara,"Tue, 30 Nov",Pune,New Delhi,19:30,21:40,2h 10m,1 Stop,"2,848"
508,SpiceJet,"Tue, 30 Nov",Pune,New Delhi,17:05,19:25,2h 20m,1 Stop,"2,859"
509,IndiGo,"Tue, 30 Nov",Pune,New Delhi,13:45,16:00,2h 15m,1 Stop,"3,114"
510,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,18:15,21:00,2h 45m,1 Stop,"2,270"
511,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,19:40,22:25,2h 45m,,"2,270"
512,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,16:20,19:10,2h 50m,1 Stop,"2,270"
513,Air India,"Mon, 15 Nov",Chennai,New Delhi,06:10,08:55,2h 45m,1 Stop,"2,271"
514,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,17:05,22:25,5h 20m,1 Stop,"2,271"
515,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,18:10,6h 20m,2 Stops,"2,271"
516,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,22:25,6h 40m,1 Stop,"2,271"
517,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,10:55,18:00,7h 05m,1 Stop,"2,271"
518,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,23:45,8h 00m,1 Stop,"2,271"
519,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,19:55,8h 05m,,"2,271"
520,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,20:00,5h 20m,2 Stops,"4,374"
521,IndiGo,"Mon, 15 Nov",Pune,Kolkata,17:45,23:15,5h 30m,,"4,374"
522,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,21:10,6h 30m,,"4,374"
523,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,23:15,8h 35m,,"4,374"
524,Air Asia,"Mon, 15 Nov",Pune,Kolkata,11:50,15:45,3h 55m,,"4,949"
525,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,19:15,5h 35m,1 Stop,"4,949"
526,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,17:20,6h 20m,2 Stops,"4,949"
527,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,19:40,8h 40m,2 Stops,"4,949"
528,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,22:40,9h 00m,1 Stop,"4,949"
529,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:10,20:40,9h 30m,1 Stop,"4,949"
530,IndiGo,"Wed, 24 Nov",Patna,Bangalore,09:15,12:00,2h 45m,1 Stop,"3,659"
531,Vistara,"Wed, 24 Nov",Patna,Bangalore,10:30,13:00,2h 30m,,"3,827"
532,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,22:50,6h 10m,,"3,828"
533,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,22:40,6h 20m,,"3,828"
534,IndiGo,"Wed, 24 Nov",Patna,Bangalore,14:55,22:00,7h 05m,,"3,828"
535,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"00:05
+ 1 day",7h 45m,1 Stop,"3,828"
536,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,"01:05
+ 1 day",8h 25m,,"3,828"
537,IndiGo,"Wed, 24 Nov",Patna,Bangalore,15:30,"00:20
+ 1 day",8h 50m,1 Stop,"3,828"
538,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"02:20
+ 1 day",10h 00m,2 Stops,"3,828"
539,IndiGo,"Wed, 24 Nov",Patna,Bangalore,12:05,22:10,10h 05m,,"3,828"
540,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,19:40,7h 05m,2 Stops,"4,730"
541,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,"08:15
+ 1 day",19h 40m,2 Stops,"4,730"
542,IndiGo,"Fri, 19 Nov",Pune,Lucknow,14:10,16:00,1h 50m,,"5,223"
543,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,14:00,5h 15m,,"5,255"
544,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,19:40,10h 55m,,"5,255"
545,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"08:15
+ 1 day",13h 25m,2 Stops,"5,255"
546,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,"08:15
+ 1 day",23h 30m,,"5,255"
547,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"19:40
+ 1 day",24h 50m,2 Stops,"5,255"
548,Go First,"Fri, 19 Nov",Pune,Lucknow,15:30,22:15,6h 45m,1 Stop,"5,358"
549,Go First,"Fri, 19 Nov",Pune,Lucknow,19:10,"07:30
+ 1 day",12h 20m,1 Stop,"5,358"
550,Air Asia,"Tue, 30 Nov",Pune,New Delhi,18:40,20:50,2h 10m,1 Stop,"2,798"
551,IndiGo,"Tue, 30 Nov",Pune,New Delhi,16:15,18:30,2h 15m,1 Stop,"2,798"
552,Air India,"Tue, 30 Nov",Pune,New Delhi,18:50,21:05,2h 15m,,"2,798"
553,Air Asia,"Tue, 30 Nov",Pune,New Delhi,17:50,20:10,2h 20m,1 Stop,"2,798"
554,Air India,"Tue, 30 Nov",Pune,New Delhi,12:35,16:00,3h 25m,1 Stop,"2,798"
555,IndiGo,"Tue, 30 Nov",Pune,New Delhi,15:40,22:30,6h 50m,,"2,798"
556,Vistara,"Tue, 30 Nov",Pune,New Delhi,16:55,19:05,2h 10m,2 Stops,"2,848"
557,Vistara,"Tue, 30 Nov",Pune,New Delhi,19:30,21:40,2h 10m,,"2,848"
558,SpiceJet,"Tue, 30 Nov",Pune,New Delhi,17:05,19:25,2h 20m,2 Stops,"2,859"
559,IndiGo,"Tue, 30 Nov",Pune,New Delhi,13:45,16:00,2h 15m,,"3,114"
560,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,18:15,21:00,2h 45m,,"2,270"
561,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,19:40,22:25,2h 45m,,"2,270"
562,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,16:20,19:10,2h 50m,,"2,270"
563,Air India,"Mon, 15 Nov",Chennai,New Delhi,06:10,08:55,2h 45m,,"2,271"
